599,1062,-56
610,963,-146
610,983,-67
585,858,-123
610,934,-159
610,892,-154
610,785,-96
405,759,16
609,718,-90
608,683,-103
608,535,-97
599,1072,-50
600,1082,-39
600,1089,-21
600,1089,-22
600,1108,-21
600,1130,-26
600,1151,-20
612,1156,8
610,975,-129
579,970,-89
331,644,124
494,782,-8
465,786,-6
437,786,0
398,768,22
517,777,-7
438,708,-28
475,712,-28
407,713,-19
389,723,-6
382,786,38
508,1186,56
394,750,23
322,763,158
356,764,62
474,913,-14
563,1051,-53
568,1077,-34
531,1054,-35
510,1058,-12
542,1073,-23
521,1070,-3
483,1095,39
585,961,-143
580,933,-156
357,703,-7
527,839,-32
513,940,-73
512,922,-66
401,903,19
582,894,-145
411,684,-61
375,688,-38
349,601,61
539,710,-81
506,724,-18
462,1069,42
350,1012,285
534,957,-59
558,967,-61
480,1067,38
488,1068,30
365,671,-27
512,950,-55
463,689,-76
456,668,-86
447,547,-56
364,637,9
463,607,-74
346,689,14
344,670,65
565,1066,-47
537,1064,-30
515,1064,-10
541,962,-54
484,1067,33
496,1080,18
492,1069,28
550,953,-102
526,1075,3
547,1079,-8
572,1084,-18
574,1152,10
562,1146,-19
564,1125,-23
567,1102,-18
571,1085,-18
526,1075,2
519,1083,1
511,1094,0
505,1105,5
493,1024,-9
324,872,298
610,979,-89
510,1072,17
503,1076,16
569,979,-60
523,966,-32
564,973,-62
501,854,-19
460,873,-8
508,933,-48
385,568,-2
401,615,-34
402,663,-59
508,1116,27
526,676,-99
530,607,-95
520,537,-87
412,780,11
359,804,57
531,772,-4
370,733,16
546,822,-46
532,934,-103
339,823,91
374,827,35
407,841,11
460,837,-2
500,825,-10
527,814,-20
582,791,-84
344,882,94
354,730,28
594,973,-127
527,871,-38
320,752,251
547,802,-28
508,931,-19
385,751,29
531,912,-95
333,939,299
530,762,0
556,900,-125
398,1101,150
401,1126,205
324,878,196
370,1056,178
333,711,119
501,1215,78
597,978,-87
504,890,-24
341,765,90
435,770,1
462,770,-5
491,1084,23
350,937,115
553,1259,93
469,1207,141
436,1173,169
608,607,-102
615,1267,85
487,767,-6
510,763,-4
524,763,0
343,721,55
503,740,-11
476,730,-17
448,728,-16
421,732,-8
406,740,1
323,691,193
417,765,9
610,1006,-58
517,1010,-28
535,954,-72
568,1006,-55
610,748,-82
429,1145,129
463,1180,106
551,1240,54
374,1076,249
522,753,-4
564,838,-84
614,1248,48
507,1238,112
333,939,204
546,1080,-9
540,1094,-10
534,1111,-13
530,1129,-8
537,1137,15
504,1069,13
498,1065,13
493,1062,12
474,1045,14
383,960,61
564,805,-63
549,746,-23
532,746,-12
511,1072,17
379,1023,117
570,750,-60
522,1159,37
610,855,-133
583,826,-107
610,821,-114
542,883,-74
613,1219,26
612,1184,19
566,1179,25
457,1101,58
487,953,-10
486,1133,49
435,944,2
467,981,0
414,987,34
556,1211,34
525,896,-50
436,1118,90
471,1154,78
437,1065,56
358,984,135
407,1062,85
346,997,205
448,1017,20
546,854,-59
541,948,-108
522,951,-75
554,933,-132
522,722,-35
470,705,-44
426,701,-42
393,705,-30
374,715,-11
373,757,40
320,820,178
396,799,26
425,810,9
463,809,-1
499,802,-6
525,794,-10
542,787,-13
321,811,283
522,956,-60
563,869,-100
562,954,-130
578,967,-116
562,957,-116
531,964,-49
584,971,-124
586,975,-88
540,765,-3
555,774,-20
562,783,-39
399,745,11
381,735,10
635,859,-123
816,759,12
642,970,-89
892,643,115
728,779,-11
756,784,-10
784,785,-3
824,767,17
704,773,-9
780,711,-31
745,713,-31
811,715,-23
830,724,-11
843,786,32
719,1188,54
828,749,19
908,764,151
873,764,56
750,913,-16
638,1053,-53
634,1079,-34
674,1058,-36
699,1064,-13
664,1077,-24
687,1076,-4
739,1096,38
635,961,-144
639,934,-156
865,703,-12
696,839,-34
709,941,-74
710,923,-67
825,904,15
637,894,-145
803,682,-64
842,688,-42
872,600,52
673,709,-82
715,723,-21
758,1070,40
888,1015,277
688,958,-61
663,968,-62
732,1075,37
724,1076,29
855,669,-32
710,951,-56
749,687,-78
755,666,-88
770,546,-60
857,636,4
755,606,-76
878,688,8
881,670,59
637,1068,-47
669,1068,-31
693,1070,-11
681,963,-55
728,1076,32
714,1087,17
720,1077,28
671,954,-103
683,1080,2
660,1083,-8
632,1086,-18
649,1153,10
641,1148,-19
638,1126,-23
635,1104,-18
632,1087,-19
683,1080,2
689,1088,0
697,1099,-1
703,1110,4
728,1025,-11
911,873,288
700,1078,16
707,1082,16
652,980,-60
699,968,-33
657,974,-62
723,854,-21
765,874,-11
715,934,-49
834,567,-9
818,614,-39
813,661,-63
715,1117,27
685,675,-100
687,606,-97
697,536,-89
809,780,7
871,806,51
689,767,-6
853,733,11
677,822,-47
690,935,-104
891,824,85
852,829,30
815,843,7
761,838,-5
722,824,-12
694,812,-22
638,791,-84
886,884,88
871,729,21
626,974,-128
696,871,-40
910,752,241
673,800,-29
716,932,-20
838,750,24
691,913,-96
904,941,290
691,757,-1
664,901,-126
835,1104,146
835,1129,200
909,880,188
863,1059,173
894,712,112
728,1218,76
623,978,-87
720,891,-25
893,766,84
784,768,-2
758,768,-8
720,1091,22
880,939,110
677,1260,92
764,1210,138
799,1176,165
734,763,-9
711,759,-6
697,758,-1
886,720,48
720,741,-13
747,734,-20
773,733,-19
799,737,-12
814,742,-2
904,691,183
802,764,5
704,1011,-29
687,955,-73
652,1007,-55
802,1148,126
767,1183,103
677,1241,53
863,1078,241
700,751,-7
658,838,-85
725,1240,109
901,941,198
659,1083,-9
666,1097,-10
672,1114,-13
677,1132,-8
686,1137,15
707,1076,12
712,1073,11
717,1069,11
746,1046,13
845,961,57
657,805,-64
670,743,-24
688,743,-14
701,1079,17
850,1025,113
646,749,-61
703,1160,36
637,826,-107
680,884,-76
659,1180,24
767,1103,57
736,954,-11
739,1135,48
790,946,0
756,982,-2
812,989,31
670,1212,33
698,897,-52
792,1121,88
757,1156,76
787,1068,54
874,986,130
820,1064,82
888,1000,199
774,1019,17
677,854,-61
680,949,-109
700,952,-76
666,934,-133
695,721,-37
746,705,-46
789,702,-45
824,705,-33
845,715,-15
852,757,35
912,821,171
827,800,21
797,810,5
759,808,-5
724,800,-9
697,791,-12
679,784,-15
911,812,273
699,958,-61
658,869,-101
658,955,-131
643,967,-117
659,958,-116
691,965,-50
636,971,-124
634,975,-88
680,760,-5
665,771,-21
657,780,-40
822,746,6
840,734,6
459,745,0
491,744,0
458,720,0
427,747,0
460,771,0
774,742,-3
803,743,-3
774,717,-3
745,741,-3
774,768,-3
