268,352,-11
266,340,-25
268,344,-13
264,322,-18
266,335,-27
267,328,-25
270,311,-13
242,307,10
271,300,-10
271,293,-11
272,266,-7
268,353,-10
268,355,-9
269,356,-7
268,364,-5
268,366,-6
268,368,-7
268,371,-7
268,376,-4
267,343,-22
262,342,-15
229,288,34
254,311,4
250,311,5
245,311,7
240,308,11
257,310,4
246,300,3
251,301,2
242,301,5
239,302,7
237,311,14
251,382,4
240,306,12
226,309,36
232,308,19
246,331,0
261,350,-10
262,354,-7
255,351,-6
250,352,0
256,354,-4
253,354,0
246,361,8
262,340,-24
262,335,-25
234,300,9
257,320,-2
252,336,-11
253,333,-9
234,329,8
263,328,-23
243,298,-1
237,298,3
232,280,24
261,302,-7
256,302,3
242,355,9
229,356,49
255,339,-9
259,341,-11
246,355,9
248,355,7
235,295,6
252,337,-8
251,299,-4
250,296,-5
247,269,3
234,286,14
249,279,-1
232,297,13
230,292,23
261,352,-9
255,352,-5
251,353,0
256,340,-9
247,355,8
249,358,5
248,355,7
258,339,-16
254,355,0
258,355,-2
262,356,-5
261,375,-2
261,369,-6
261,367,-6
262,365,-4
262,363,-4
254,360,1
253,360,1
252,361,0
251,363,1
247,348,0
226,331,56
267,343,-16
251,358,5
250,358,4
261,343,-11
253,340,-5
260,342,-11
252,322,0
245,324,2
252,334,-7
238,273,13
240,281,6
241,294,0
250,366,4
260,297,-9
259,279,-6
258,266,-3
242,310,9
232,314,17
259,309,4
236,304,12
260,317,-4
255,335,-16
227,318,23
235,317,13
239,319,8
247,319,4
253,317,2
258,316,0
265,312,-10
226,327,22
233,303,14
264,342,-22
256,325,-3
227,308,52
261,314,0
252,334,-2
238,306,13
255,331,-14
227,343,53
259,308,5
259,329,-19
234,368,24
236,375,32
224,330,39
229,361,30
228,300,31
250,388,7
265,343,-16
252,328,-1
229,308,24
246,309,7
250,309,5
248,359,6
225,338,24
258,397,7
246,388,18
241,383,25
271,279,-9
267,398,4
253,308,5
257,308,5
259,308,5
230,301,19
255,304,4
252,303,4
248,302,5
244,303,6
242,304,8
227,297,44
243,308,9
268,347,-11
251,346,-4
255,339,-11
260,346,-10
270,305,-10
239,376,19
244,382,14
257,392,1
232,367,41
258,306,5
262,319,-11
267,394,-1
251,393,12
224,341,38
258,362,-1
257,363,-2
256,364,-2
255,367,-2
254,371,0
250,354,4
249,354,4
248,353,4
243,351,5
229,340,14
263,314,-7
262,306,1
260,306,3
251,355,4
229,353,21
265,307,-5
253,376,2
268,322,-21
265,317,-15
269,316,-17
258,327,-10
267,388,-3
267,381,-3
260,380,-1
243,364,10
248,338,0
248,371,7
238,336,3
244,342,2
235,344,8
258,387,0
255,329,-6
240,369,15
245,376,10
239,356,11
226,347,26
234,358,16
226,352,37
240,348,6
259,322,-7
256,338,-17
253,338,-12
258,335,-21
258,303,0
251,300,0
245,300,1
240,300,4
237,302,7
236,307,15
224,319,38
239,313,11
243,315,8
248,315,5
254,314,4
258,313,2
261,312,2
227,319,55
254,338,-9
261,324,-14
259,339,-21
262,341,-20
259,339,-19
255,340,-8
262,342,-21
263,343,-16
261,308,4
263,310,1
263,311,-2
241,305,10
238,304,10
272,323,-20
309,310,0
273,342,-17
329,289,16
294,312,-2
299,313,-3
304,314,-2
311,311,0
290,311,-1
302,302,-5
296,302,-4
307,303,-4
311,304,-3
315,314,1
288,385,0
311,309,0
331,312,19
321,311,5
296,333,-7
276,351,-12
276,356,-9
284,353,-10
289,355,-6
282,356,-8
286,357,-4
295,364,1
270,340,-25
271,335,-27
316,301,-4
285,321,-6
285,337,-15
286,334,-14
312,332,-3
272,328,-24
303,298,-10
311,299,-7
323,280,8
282,301,-10
292,304,-2
299,358,1
328,361,33
282,340,-13
277,342,-13
294,359,1
293,359,1
313,296,-6
286,339,-13
294,298,-11
294,295,-12
301,269,-5
317,287,0
296,279,-9
319,299,0
324,294,7
276,354,-11
283,355,-9
288,356,-5
281,341,-12
293,359,1
290,362,0
292,359,1
278,340,-19
285,358,-3
281,357,-6
275,357,-7
275,375,-4
275,371,-8
275,368,-8
275,366,-6
275,364,-6
285,363,-2
285,363,-3
287,365,-4
287,366,-3
293,351,-5
334,335,38
288,361,0
289,362,0
275,343,-13
285,341,-9
276,343,-13
291,323,-5
299,326,-5
287,336,-11
314,273,0
309,282,-4
305,294,-9
290,369,-1
283,296,-12
284,279,-10
287,267,-8
308,313,-1
320,318,3
288,310,0
315,306,0
282,318,-8
281,336,-19
325,321,7
316,321,0
310,322,-2
300,321,-3
293,319,-3
